beta,Energy,Mx,My,M2x,M2y,M3x,M3y,I,S
1.35,-1082,-59.5,-33.775,2.5,-66.684,20,6.61309e-14,526.5,64.9519
1.35,-1032,-101,1.02141e-13,40,102.191,-8,3.60046e-14,510,-29.4449
1.35,-1028.5,211.5,-130.77,2.5,-123.842,-72,1.46468e-13,494,-13.8564
1.35,-1107,123.5,-220.836,-75.5,-78.8083,-112,1.35201e-13,562.5,-19.9186
1.35,-1129.5,-128.5,-78.8083,50.5,0.866025,-40,7.07846e-14,571,25.9808
1.35,-931.5,-100,41.5692,-65,-226.899,14,8.33984e-14,455.5,-25.1147
1.35,-1051,-44,24.2487,70,34.641,-14,6.11099e-14,522,3.4641
1.35,-1023,97.5,87.4686,-90.5,85.7365,-48,5.38845e-14,513,-6.9282
1.35,-1304.5,12.5,174.071,-96.5,73.6122,-64,4.40873e-14,665.5,63.2199
1.35,-1081.5,-49.5,-182.731,-15.5,30.3109,-6,6.30693e-14,525,41.5692
1.35,-1216.5,-149,-180.133,-11,110.851,46,1.82472e-14,586.5,21.6506
1.35,-1100,-72,-114.315,61,46.7654,90,3.19633e-14,539,1.73205
1.35,-1019.5,150,204.382,-11,32.909,-48,7.29889e-14,521.5,28.5788
1.35,-968,142,100.459,52,-48.4974,40,7.73977e-14,461,-13.8564
1.35,-946,235.5,47.6314,-18.5,-26.8468,-66,1.1181e-13,471.5,-25.1147
1.35,-980,47.5,227.765,-147.5,68.416,-38,3.14734e-14,490.5,18.1865
1.35,-1057.5,-84.5,135.966,8.5,-40.7032,-44,6.5886e-14,503,-45.0333
1.35,-1074.5,24,-67.55,118,-32.909,18,8.63376e-14,545.5,4.33013
1.35,-1107,-65,-131.636,-32,-32.909,88,4.01684e-14,565.5,58.0237
1.35,-1081,-177.5,-89.2006,74.5,-7.79423,-62,7.70303e-14,560,25.9808
1.35,-939,-105,-174.937,-29,-1.73205,-48,7.37237e-14,454.5,-16.4545
1.35,-1084,33.5,96.1288,71.5,25.1147,26,5.54765e-14,549.5,-2.59808
1.35,-1055.5,130.5,163.679,74.5,-21.6506,-6,8.26637e-14,505,15.5885
1.35,-982.5,225.5,-21.6506,122.5,-28.5788,26,1.04952e-13,489.5,-2.59808
1.35,-1218.5,379,32.909,169,46.7654,112,8.3276e-14,603,-13.8564
1.35,-1076,81.5,-196.588,95.5,33.775,104,5.92729e-14,543,5.19615
1.35,-1206,41.5,-153.286,11.5,38.9711,46,5.76809e-14,614.5,2.59808
1.35,-1042,62,-36.3731,37,-17.3205,14,7.67854e-14,535,3.4641
1.35,-1212.5,138,29.4449,85,-24.2487,96,6.36816e-14,609.5,-4.33013
1.35,-1061.5,33.5,-37.2391,-90.5,-104.789,-4,8.18064e-14,532.5,-30.3109
1.35,-1119,285.5,-28.5788,50.5,-35.507,-4,1.14627e-13,548.5,30.3109
1.35,-1280.5,388,46.7654,154,-1.73205,154,7.89897e-14,619.5,-7.79423
1.35,-1018.5,-176,48.4974,28,34.641,4,3.25756e-14,479.5,12.9904
1.35,-993,-214.5,-122.11,29.5,70.1481,12,3.01263e-14,480.5,-16.4545
1.35,-1002,-3.5,-129.038,44.5,-23.3827,-14,8.60927e-14,507.5,4.33013
1.35,-983.5,-8,-3.4641,70,-13.8564,-32,8.3276e-14,487,-6.9282
1.35,-1064,146,48.4974,109,12.1244,104,5.60888e-14,523,-17.3205
1.35,-871.5,-82.5,-92.6647,-105.5,160.215,84,-1.34711e-14,428,-5.19615
1.35,-1131,-98.5,2.59808,92.5,33.775,26,4.6659e-14,553,-3.4641
1.35,-1057,-102.5,47.6314,107.5,-23.3827,-38,7.65404e-14,530.5,42.4352
1.35,-1107.5,-173,46.7654,163,5.19615,-134,9.80942e-14,559,-31.1769
1.35,-1030,-89,178.401,79,32.909,-164,9.20934e-14,497.5,-16.4545
1.35,-1042,52.5,-30.3109,-30.5,-61.4878,-42,9.34406e-14,513,5.19615
1.35,-1066.5,138.5,129.038,17.5,21.6506,-22,7.48259e-14,541.5,-4.33013
1.35,-862.5,70.5,89.2006,26.5,56.2917,-108,8.93992e-14,446.5,-12.9904
1.35,-1128,-67.5,137.698,14.5,42.4352,-48,5.217e-14,560,-3.4641
1.35,-1176,-244.5,18.1865,65.5,-25.1147,-84,7.05397e-14,593,-27.7128
1.35,-968,-238,62.3538,-77,-109.119,80,1.83697e-14,476.5,26.8468
1.35,-846,-86,-147.224,-218,-147.224,-8,6.95599e-14,425,3.4641
1.35,-1000,49,1.73205,-23,88.3346,-62,6.60085e-14,521,6.9282
1.35,-953,-29,31.1769,-50,19.0526,22,4.0046e-14,490,-19.0526
1.35,-964,48.5,84.0045,-96.5,135.966,-10,2.51053e-14,481.5,-2.59808
1.35,-990.5,-78,-135.1,34,58.8897,-30,6.35592e-14,512,-25.9808
1.35,-1179,-112.5,-82.2724,-72.5,44.1673,-12,4.01684e-14,584,-24.2487
1.35,-1101,17,51.9615,55,55.4256,56,3.89438e-14,559.5,-6.06218
1.35,-1046,-200.5,30.3109,-30.5,-26.8468,26,3.00038e-14,518.5,-12.9904
1.35,-1278.5,-158,107.387,-26,-27.7128,22,3.17184e-14,637.5,-12.9904
1.35,-1226,-73.5,132.502,20.5,68.416,-36,4.33525e-14,624,-12.1244
1.35,-1203,-153.5,-78.8083,29.5,80.5404,-62,5.49866e-14,622.5,-26.8468
1.35,-888,-122,-8.66025,64,8.66025,-38,6.60085e-14,406,-25.9808
1.35,-1078,-72,-41.5692,-113,1.73205,114,7.71527e-15,525,-41.5692
1.35,-1178,94.5,63.2199,-21.5,-142.894,78,7.36013e-14,583,32.909
1.35,-839.5,39,148.956,-110,88.3346,-24,3.20857e-14,425,-12.1244
1.35,-1262.5,121,64.0859,-23,88.3346,-38,6.30693e-14,634.5,26.8468
1.35,-1079.5,52.5,-146.358,5.5,-115.181,48,8.98891e-14,545.5,-4.33013
1.35,-1089.5,-17.5,-241.621,5.5,7.79423,38,6.50287e-14,550,-6.9282
1.35,-1184.5,-177.5,19.9186,62.5,-120.378,46,5.86606e-14,599.5,-26.8468
1.35,-1076.5,-110.5,97.8609,-78.5,-135.966,146,1.67777e-14,568,-12.1244
1.35,-1118,-116.5,103.057,-123.5,-142.894,44,4.28626e-14,559.5,-18.1865
1.35,-1162.5,-101,-10.3923,25,-90.0666,-26,8.11941e-14,599,46.7654
1.35,-922.5,32,-150.688,-23,-72.7461,-4,9.11137e-14,472.5,-4.33013
1.35,-1173,47.5,9.52628,-57.5,-49.3634,-20,7.73977e-14,588,1.73205
1.35,-1201,27.5,-19.9186,-99.5,-40.7032,20,5.78033e-14,603,15.5885
1.35,-1171,75.5,51.0955,-63.5,141.162,-22,3.73517e-14,586,-20.7846
1.35,-1069,30.5,-90.9327,107.5,-77.0763,-46,1.16464e-13,549,-6.9282
1.35,-1094,182.5,85.7365,59.5,109.985,-44,7.6418e-14,539,13.8564
1.35,-1221,54,121.244,-134,72.7461,-66,4.91083e-14,612.5,-40.7032
1.35,-1122.5,105.5,168.875,-54.5,187.928,-106,4.95982e-14,569.5,-16.4545
1.35,-1235,118.5,-234.693,2.5,-32.0429,54,8.43782e-14,626.5,40.7032
1.35,-1267,209.5,18.1865,-6.5,165.411,22,4.44547e-14,637,6.9282
1.35,-1258,145.5,130.77,-48.5,56.2917,-36,6.44164e-14,626,-1.73205
1.35,-1001,101.5,-4.33013,59.5,11.2583,40,6.80904e-14,502.5,11.2583
1.35,-1001.5,-32.5,-16.4545,-78.5,-84.0045,38,5.64562e-14,489.5,-28.5788
1.35,-946.5,100,-41.5692,121,-64.0859,-2,1.06912e-13,451.5,2.59808
1.35,-983,61,124.708,-101,6.9282,40,3.52698e-14,510,-31.1769
1.35,-937,-75.5,111.717,-63.5,-25.1147,22,3.6372e-14,461.5,0.866025
1.35,-1125,-126,-143.76,22,25.9808,-12,5.82932e-14,577.5,0.866025
1.35,-1121,-50,-157.617,-101,155.885,76,-9.79717e-16,560,8.66025
1.35,-1038,-46,-166.277,-44,27.7128,74,3.49024e-14,516,-36.3731
1.35,-1132.5,32.5,63.2199,62.5,-25.1147,46,6.11099e-14,590,27.7128
1.35,-907,-121.5,80.5404,11.5,70.1481,-48,4.33525e-14,460,6.9282
1.35,-1191.5,-21,38.1051,-32,29.4449,-6,4.91083e-14,582.5,9.52628
1.35,-1043,-40.5,-2.59808,-30.5,-118.645,-48,9.40529e-14,536,1.73205
1.35,-996.5,-25.5,-35.507,-66.5,-7.79423,30,4.64141e-14,474,31.1769
1.35,-1051,-104.5,-21.6506,-21.5,2.59808,-22,5.49866e-14,506,-8.66025
1.35,-957.5,-9,-93.5307,-32,53.6936,72,3.08611e-14,496,17.3205
1.35,-1051,81,-64.0859,-35,-67.55,-48,1.01891e-13,521.5,-21.6506
1.35,-913,20.5,37.2391,5.5,9.52628,94,3.24531e-14,461.5,7.79423
1.35,-1163,-106,65.8179,13,-164.545,8,7.91122e-14,572,-39.8372
1.35,-1020.5,166.5,66.684,-27.5,-4.33013,18,7.04172e-14,510.5,-23.3827
1.35,-919,-19.5,49.3634,173.5,-137.698,-36,1.18301e-13,436,19.0526
1.35,-1198.5,-61,188.794,31,43.3013,-58,5.42519e-14,589.5,-33.775
1.35,-927.5,-104,15.5885,76,199.186,-20,2.20436e-14,452,-27.7128
1.35,-1033.5,68,-53.6936,13,90.0666,32,4.75163e-14,516.5,6.06218
1.35,-1128.5,-92.5,23.3827,2.5,71.8801,-4,3.60046e-14,576.5,-4.33013
1.35,-1064.5,24,25.9808,-59,3.4641,12,5.217e-14,535.5,44.1673
1.35,-1033.5,-16.5,89.2006,80.5,-11.2583,6,6.47838e-14,529,-1.73205
1.35,-1036,-29.5,-6.06218,161.5,-40.7032,38,7.62955e-14,532.5,-2.59808
1.35,-989,86.5,-56.2917,23.5,-139.43,22,1.02993e-13,494.5,2.59808
1.35,-1069,176.5,84.0045,32.5,64.9519,10,6.55186e-14,529,-41.5692
1.35,-1066,-63.5,52.8275,5.5,122.11,-20,3.20857e-14,555.5,-9.52628
1.35,-1092.5,-122.5,87.4686,-75.5,-61.4878,62,2.63299e-14,537,-19.0526
1.35,-912.5,126,-105.655,-44,1.73205,0,7.9847e-14,460,-43.3013
1.35,-1131.5,-26.5,-82.2724,-105.5,-58.0237,44,5.11902e-14,583,-10.3923
1.35,-1035,-232,232.095,-14,-96.9948,86,1.04095e-14,501,-22.5167
1.35,-1290,-109.5,248.549,-177.5,-99.5929,162,-1.84922e-14,645.5,-32.0429
1.35,-1024,20,-74.4782,37,90.0666,92,2.7677e-14,487,-10.3923
1.35,-1076,30,-154.153,127,-79.6743,-12,1.13402e-13,533.5,-12.9904
1.35,-956,314.5,6.06218,71.5,165.411,52,5.85381e-14,495.5,14.7224
1.35,-968,-24,22.5167,-176,133.368,18,2.81669e-15,494.5,4.33013
1.35,-1038.5,-15,162.813,-137,34.641,-12,2.89017e-14,506,-10.3923
1.35,-1212.5,-2.5,174.071,-12.5,23.3827,-10,4.6659e-14,601.5,-2.59808
1.35,-1045,-58,142.028,16,83.1384,-22,3.66169e-14,541,10.3923
1.35,-1083,-26,91.7987,10,60.6218,82,1.62878e-14,545.5,-2.59808
1.35,-971,-245,24.2487,13,-55.4256,10,4.12706e-14,478,5.19615
1.35,-1128.5,-278.5,30.3109,65.5,-2.59808,-58,5.27823e-14,577,-29.4449
1.35,-1087.5,-69,-225.167,7,65.8179,-72,7.91122e-14,524.5,2.59808
1.35,-1224,-68,-209.578,-2,91.7987,-20,5.5599e-14,609,24.2487
1.35,-853,-74,74.4782,37,38.1051,28,3.62495e-14,407,-32.909
1.35,-912,239.5,64.9519,-48.5,87.4686,-20,6.90701e-14,434.5,-30.3109
1.35,-1071.5,139.5,196.588,-129.5,30.3109,-48,5.82932e-14,541,12.1244
1.35,-1105.5,202.5,172.339,-99.5,111.717,-48,5.41294e-14,571,-39.8372
1.35,-1129,-69,121.244,118,-32.909,-90,9.46652e-14,572.5,-19.9186
1.35,-1109.5,1,-117.779,-38,8.66025,-14,6.89476e-14,547.5,-18.1865
1.35,-944,52.5,-45.8993,86.5,59.7558,12,6.66208e-14,431.5,21.6506
1.35,-1114.5,122.5,44.1673,-36.5,-18.1865,-74,9.66246e-14,538,-27.7128
1.35,-1117.5,158.5,208.712,-48.5,84.0045,-68,6.44164e-14,554.5,44.1673
1.35,-968.5,-101.5,-160.215,29.5,37.2391,-76,8.05818e-14,495,-3.4641
1.35,-1091,-110,-55.4256,22,-110.851,88,5.24149e-14,548.5,-28.5788
1.35,-1005.5,-156,31.1769,-41,-81.4064,78,2.97589e-14,498,-17.3205
1.35,-1160.5,141,20.7846,-11,-55.4256,54,7.23766e-14,568.5,18.1865
1.35,-953,167,277.128,-80,36.3731,-112,8.03368e-14,451,-1.73205
1.35,-860.5,-61,-32.909,-59,81.4064,-52,4.89859e-14,436,15.5885
1.35,-1139,75,-43.3013,-14,-76.2102,-18,9.49101e-14,590.5,4.33013
1.35,-1036,12,-39.8372,70,-25.9808,24,7.37237e-14,520,-17.3205
1.35,-1152,168,-131.636,34,-20.7846,78,7.72752e-14,581,1.73205
1.35,-1110,39,-95.2628,-20,10.3923,-72,9.16036e-14,574.5,-45.8993
1.35,-974.5,-22.5,70.1481,32.5,-64.9519,-30,8.19289e-14,487.5,6.06218
1.35,-1140.5,-46.5,-47.6314,2.5,63.2199,-60,6.56411e-14,573,-22.5167
1.35,-1092.5,46,133.368,25,-13.8564,-38,7.65404e-14,545.5,-26.8468
1.35,-1071,-100,103.923,64,-34.641,2,5.76809e-14,535,19.0526
1.35,-949.5,177,-148.956,22,-112.583,-6,1.23322e-13,467.5,2.59808
1.35,-1185.5,158,-358.535,-122,-147.224,-100,1.54305e-13,586,-48.4974
1.35,-1297,-397.5,-243.353,110.5,163.679,-48,2.47379e-14,644.5,19.9186
1.35,-1078.5,-68,-171.473,-2,-25.9808,-26,7.97245e-14,546,62.3538
1.35,-1052.5,-248,-126.44,28,84.8705,34,1.62878e-14,546.5,-14.7224
1.35,-1201.5,115,-218.238,-47,-55.4256,16,9.33181e-14,600.5,18.1865
1.35,-1064.5,-189,39.8372,-14,-6.9282,30,2.73096e-14,559.5,19.9186
1.35,-1170.5,-258.5,-84.0045,107.5,18.1865,-44,5.97628e-14,586,38.1051
1.35,-996,108,67.55,52,-36.3731,12,8.15615e-14,497,10.3923
1.35,-1141,172.5,113.449,74.5,-23.3827,18,8.43782e-14,550,45.0333
1.35,-997.5,115.5,78.8083,23.5,38.9711,48,5.11902e-14,491,29.4449
1.35,-849.5,-125,-39.8372,22,93.5307,34,2.2656e-14,423.5,-7.79423
1.35,-1167.5,-158,6.9282,67,19.0526,-32,5.68236e-14,587,-10.3923
1.35,-1097.5,-217.5,23.3827,-9.5,77.0763,-42,2.97589e-14,573,8.66025
1.35,-1033,-103,-19.0526,-203,161.081,44,-2.10639e-14,500,3.4641
1.35,-1142,-57.5,33.775,-66.5,-25.1147,46,3.6372e-14,558,-43.3013
1.35,-1253,-153,-12.1244,-62,-110.851,18,5.52316e-14,608,27.7128
1.35,-865,-122.5,-14.7224,-78.5,-78.8083,-4,5.70685e-14,425,-24.2487
1.35,-1117.5,-85,29.4449,-80,-41.5692,26,4.12706e-14,541,-25.9808
1.35,-1092.5,-45,77.9423,-83,-88.3346,102,2.90241e-14,530,34.641
1.35,-1140,-44.5,141.162,-51.5,-153.286,128,3.42901e-14,565.5,54.5596
1.35,-1122,-11,154.153,-5,-39.8372,-8,6.07425e-14,547.5,19.9186
1.35,-1121,21,188.794,-71,-60.6218,12,5.24149e-14,560,-20.7846
1.35,-863,70.5,40.7032,65.5,16.4545,6,7.1152e-14,422,25.9808
1.35,-919.5,113,116.047,-77,-1.73205,26,5.13127e-14,464,27.7128
1.35,-1106.5,65,24.2487,-53,-103.923,-10,8.75622e-14,539,31.1769
1.35,-1248,-90,-3.4641,-95,-71.0141,6,5.35171e-14,608,8.66025
1.35,-1054,-168.5,-127.306,-0.5,-42.4352,-2,6.062e-14,529.5,40.7032
1.35,-880,-72,100.459,19,-53.6936,-60,7.88673e-14,444.5,18.1865
1.35,-1141,-181.5,104.789,-12.5,-85.7365,6,4.78837e-14,564.5,2.59808
1.35,-1072.5,-198,39.8372,100,-84.8705,-18,7.13969e-14,549,-8.66025
1.35,-1011.5,30,-24.2487,115,-71.0141,-48,1.11933e-13,520,15.5885
1.35,-1152,31.5,-51.0955,104.5,32.0429,-102,1.07402e-13,564.5,-2.59808
1.35,-953.5,-143,90.0666,67,117.779,-44,3.55148e-14,452,12.1244
1.35,-1160.5,-234.5,56.2917,80.5,32.0429,-56,5.02105e-14,543.5,-66.684
1.35,-1073,-289,13.8564,208,25.9808,-82,7.13969e-14,539.5,9.52628
1.35,-1177.5,4.5,288.386,-135.5,109.985,-84,2.86567e-14,595,-10.3923
1.35,-909,185,-176.669,43,-169.741,-82,1.64225e-13,463.5,-21.6506
1.35,-1101.5,135,110.851,-35,145.492,-54,5.27823e-14,557.5,12.9904
1.35,-1156,54.5,11.2583,-6.5,-9.52628,-76,9.30732e-14,577.5,-23.3827
1.35,-1037,112.5,158.483,-12.5,137.698,-48,4.92308e-14,518.5,-25.1147
1.35,-862.5,-15,58.8897,100,-15.5885,-12,7.59281e-14,443.5,-66.684
1.35,-1018.5,-65.5,109.985,-36.5,-97.8609,80,3.86988e-14,541,-10.3923
1.35,-1062,24,1.73205,25,7.24976e-14,24,6.12323e-14,551.5,-9.52628
1.35,-1058,221,72.7461,31,51.9615,56,6.02526e-14,515,-20.7846
1.35,-1082,-121.5,161.947,-66.5,-115.181,96,2.32683e-14,528,-15.5885
1.35,-904.5,-88.5,19.9186,35.5,-26.8468,6,5.86606e-14,473,-8.66025
1.35,-1085,99.5,12.9904,-57.5,16.4545,-64,8.30311e-14,532.5,37.2391
1.35,-929,47.5,0.866025,-87.5,-2.59808,-14,6.25795e-14,475,6.9282
1.35,-926,43.5,87.4686,14.5,35.507,-30,6.52737e-14,441.5,11.2583
1.35,-1001.5,42.5,0.866025,-42.5,49.3634,-58,6.99273e-14,485,27.7128
1.35,-1079.5,183,-13.8564,13,55.4256,-36,8.69499e-14,544,-22.5167
1.35,-1246.5,123.5,-12.9904,-90.5,109.985,-52,6.02526e-14,612.5,-32.0429
1.35,-1026,34,-199.186,-116,5.19615,-14,6.99273e-14,495,12.1244
1.35,-1085,-37.5,-168.875,20.5,2.59808,-78,9.58898e-14,549.5,-12.9904
1.35,-1109.5,7.5,-165.411,-42.5,-63.2199,18,7.801e-14,558,1.73205
1.35,-1129.5,84.5,-177.535,-120.5,-97.8609,-88,1.18546e-13,555.5,-18.1865
1.35,-1156.5,-118.5,-30.3109,-42.5,78.8083,-42,4.12706e-14,574,55.4256
1.35,-930.5,-65.5,-96.1288,77.5,-26.8468,-94,1.05442e-13,444.5,6.06218
1.35,-926.5,-54,171.473,-32,-122.976,-18,7.16418e-14,471.5,-40.7032
1.35,-1200,-71,225.167,19,31.1769,-14,3.80865e-14,614.5,-59.7558
1.35,-1034,-25.5,59.7558,-135.5,54.5596,78,3.30655e-15,503.5,23.3827
1.35,-1149,-61.5,-56.2917,-99.5,35.507,96,1.00421e-14,568.5,-33.775
1.35,-1197,-79.5,42.4352,-33.5,-45.8993,18,5.00881e-14,580.5,-2.59808
1.35,-1305,-93.5,-144.626,17.5,97.8609,-32,5.26598e-14,628.5,-54.5596
1.35,-1263,104,-45.0333,-116,131.636,-64,5.60888e-14,627.5,-18.1865
1.35,-1198.5,56.5,-18.1865,-120.5,123.842,46,1.57979e-14,589.5,11.2583
1.35,-1155,-146.5,-26.8468,-162.5,30.3109,116,-1.51856e-14,572,12.1244
1.35,-1074,-34,174.937,-29,-27.7128,-4,4.97207e-14,542,12.1244
1.35,-1057,-96.5,220.836,8.5,-49.3634,34,3.6372e-14,539.5,30.3109
1.35,-1114,-245.5,52.8275,-21.5,-11.2583,14,2.43705e-14,555,1.73205
1.35,-1057.5,-242.5,99.5929,65.5,-44.1673,-58,6.11099e-14,515,46.7654
1.35,-1043,-166,192.258,-26,-88.3346,-58,6.20896e-14,528,6.9282
1.35,-1001,100.5,-172.339,89.5,-82.2724,48,1.00911e-13,509,50.2295
1.35,-825,58.5,18.1865,-45.5,141.162,-66,5.32721e-14,412.5,28.5788
1.35,-997,13,-105.655,130,5.30458e-14,-86,1.14015e-13,517.5,-7.79423
1.35,-870,91,-176.669,97,-110.851,-98,1.51734e-13,438,6.9282
1.35,-862,96,147.224,-65,31.1769,-24,5.68236e-14,424,-19.0526
1.35,-1031,70.5,177.535,35.5,-9.52628,54,4.86185e-14,519,8.66025
1.35,-1092,-92,124.708,-80,-24.2487,46,2.38806e-14,564,-1.73205
1.35,-1130.5,-123.5,63.2199,-3.5,6.06218,34,3.09836e-14,560.5,-25.1147
1.35,-1237.5,18,25.9808,-23,13.8564,-66,7.75201e-14,621.5,4.33013
1.35,-1098.5,48,36.3731,-95,96.9948,-90,6.13548e-14,559,-39.8372
1.35,-1099.5,239,-24.2487,10,-88.3346,-88,1.40589e-13,539.5,-19.9186
1.35,-1215,41.5,59.7558,-63.5,-68.416,28,6.17222e-14,622,-38.1051
1.35,-988,-1,91.7987,-53,-22.5167,-58,7.21317e-14,521.5,16.4545
1.35,-897,-34,-211.31,-119,53.6936,-28,5.60888e-14,462.5,-12.9904
1.35,-1199,-192,-228.631,-14,24.2487,24,4.11481e-14,596,-20.7846
1.35,-1009,-162.5,-4.33013,62.5,-132.502,28,7.02947e-14,496.5,-16.4545
1.35,-1079,76.5,77.0763,20.5,51.0955,-24,6.56411e-14,545,-15.5885
1.35,-922.5,-103,-79.6743,-65,34.641,-4,4.1638e-14,479.5,2.59808
1.35,-1004,150.5,-109.985,41.5,-40.7032,-118,1.38752e-13,495.5,7.79423
1.35,-1167.5,57.5,-161.947,-45.5,-44.1673,-94,1.1377e-13,589,8.66025
1.35,-1044.5,98,64.0859,1,145.492,-88,6.63759e-14,546.5,14.7224
1.35,-1126,79,-131.636,70,-15.5885,-26,1.01523e-13,577,-12.1244
1.35,-975.5,23.5,-2.59808,80.5,63.2199,-20,6.83353e-14,507.5,4.33013
1.35,-802.5,-10,95.2628,-41,103.923,-58,4.54344e-14,416,17.3205
1.35,-978.5,189.5,6.06218,-9.5,23.3827,-130,1.19158e-13,475,5.19615
1.35,-1165.5,305,-8.66025,76,-24.2487,-52,1.31037e-13,566,36.3731
1.35,-823.5,142.5,-21.6506,137.5,92.6647,30,6.96824e-14,425.5,-7.79423
1.35,-1197.5,-56.5,-75.3442,26.5,7.79423,-10,6.57635e-14,599.5,9.52628
1.35,-1200,203.5,-113.449,-0.5,-80.5404,-44,1.26139e-13,602,-5.19615
1.35,-1187.5,30,-112.583,-62,-1.73205,-54,8.36434e-14,596,-32.909
1.35,-1091.5,104,128.172,-50,1.58762e-13,2,5.96403e-14,560.5,6.06218
1.35,-867.5,54.5,37.2391,5.5,-63.2199,-34,9.12362e-14,439.5,12.9904
1.35,-884.5,61,25.9808,-17,-195.722,-26,1.15729e-13,444,10.3923
1.35,-923.5,-62,-10.3923,-113,-126.44,-2,6.94375e-14,463.5,-4.33013
1.35,-981.5,-27,15.5885,112,-138.564,30,9.22159e-14,477,-5.88418e-15
1.35,-1192,-16,-116.047,43,121.244,80,2.40031e-14,602.5,7.79423
1.35,-1278,53,-116.047,34,-34.641,8,8.64601e-14,653.5,-42.4352
1.35,-1156,35.5,-6.06218,26.5,-30.3109,-38,8.87869e-14,573,15.5885
1.35,-1127.5,-102,230.363,-8,-109.119,72,3.40452e-14,547,43.3013
1.35,-1041.5,-130,-29.4449,-32,53.6936,104,1.71451e-15,543,31.1769
1.35,-1248,-22,-90.0666,-101,105.655,74,8.93992e-15,618.5,-4.33013
1.35,-1133.5,-90,60.6218,-89,110.851,60,-5.38845e-15,554.5,18.1865
1.35,-1036,136,32.909,7,-114.315,22,9.54e-14,502,34.641
1.35,-1126.5,108.5,168.875,-87.5,42.4352,56,2.71872e-14,560,29.4449
1.35,-1130.5,139,77.9423,-47,84.8705,-20,5.65787e-14,573.5,6.06218
1.35,-1148,112.5,-4.33013,50.5,52.8275,0,7.17643e-14,571.5,9.52628
1.35,-1154.5,-59,41.5692,-65,-51.9615,34,4.51895e-14,584,-25.9808
1.35,-1098.5,-110.5,-146.358,-15.5,6.06218,56,3.91887e-14,530.5,-11.2583
1.35,-1198,-78,-43.3013,-89,90.0666,-18,3.17184e-14,601,55.4256
1.35,-1076,2.5,52.8275,-36.5,-61.4878,10,6.47838e-14,549.5,-14.7224
1.35,-1099.5,-39,-60.6218,67,-109.119,24,8.62151e-14,566.5,33.775
1.35,-1121,-53.5,0.866025,101.5,18.1865,26,5.67011e-14,555.5,-26.8468
1.35,-1272,135,-206.114,25,84.8705,78,5.49866e-14,646,29.4449
1.35,-1206.5,310.5,-284.922,-30.5,-104.789,-36,1.50387e-13,604.5,49.3634
1.35,-1019,158,-128.172,-26,-62.3538,-22,1.07891e-13,495.5,23.3827
1.35,-1081,153.5,-205.248,-78.5,-47.6314,14,9.22159e-14,509,-5.19615
1.35,-1187,91.5,-179.267,59.5,96.1288,138,3.12285e-14,589.5,-2.59808
1.35,-1010,148,-19.0526,-26,-67.55,76,7.00498e-14,485.5,7.79423
1.35,-986,16,-102.191,-26,-22.5167,16,6.85802e-14,511.5,-28.5788
1.35,-1202,-187,3.4641,-14,8.66025,110,2.32683e-15,600.5,16.4545
1.35,-856.5,-124,-69.282,-86,-45.0333,38,3.9801e-14,433,25.9808
1.35,-756,84,58.8897,-38,27.7128,-12,6.19671e-14,370.5,11.2583
1.35,-1103.5,26,65.8179,-92,31.1769,-166,9.41753e-14,551,-31.1769
1.35,-1173.5,-32.5,21.6506,-45.5,-58.0237,8,6.14773e-14,587.5,-37.2391
1.35,-1118.5,85.5,40.7032,-30.5,-58.0237,66,5.86606e-14,557,-10.3923
1.35,-1208,10,-173.205,-77,-53.6936,-68,9.89515e-14,615,-19.0526
1.35,-1125.5,-251.5,158.483,17.5,-52.8275,2,3.34329e-14,559.5,-21.6506
1.35,-989.5,-329.5,23.3827,95.5,37.2391,-22,3.12285e-14,493.5,25.1147
1.35,-1131,-453.5,-97.8609,218.5,84.0045,-122,6.03751e-14,553,3.4641
1.35,-929.5,-38.5,37.2391,-180.5,170.607,-100,2.7677e-14,463.5,7.79423
1.35,-1006.5,-87,168.009,-29,-22.5167,-12,4.5067e-14,505,-32.909
1.35,-953.5,9,48.4974,127,10.3923,-18,7.92346e-14,482.5,37.2391
1.35,-923,-82.5,52.8275,71.5,-45.8993,-60,8.57253e-14,459,6.9282
1.35,-1024.5,-97,-41.5692,7,148.956,-46,3.71068e-14,505.5,-28.5788
1.35,-982.5,36,-98.7269,-86,22.5167,12,5.51091e-14,497,-29.4449
1.35,-1104.5,89,67.55,-32,51.9615,-4,5.51091e-14,557,6.9282
1.35,-1013,-50,110.851,-29,-102.191,-26,7.48259e-14,526,43.3013
1.35,-948.5,23,-3.4641,-83,5.79536e-14,38,4.39648e-14,496,-20.7846
1.35,-1115.5,84.5,-68.416,-90.5,-141.162,-58,1.14504e-13,568.5,7.79423
1.35,-1163,165,-71.0141,-74,27.7128,0,7.29889e-14,578.5,11.2583
1.35,-928,40.5,-141.162,-147.5,165.411,30,1.53081e-14,499,31.1769
1.35,-1079,163,-147.224,79,-88.3346,-44,1.34956e-13,553,1.73205
1.35,-1151.5,190,-129.904,-17,-79.6743,-92,1.3814e-13,588,-5.19615
1.35,-1017,268,-19.0526,115,-27.7128,-2,1.17444e-13,512,41.5692
1.35,-1093,-68.5,-137.698,2.5,28.5788,80,3.38003e-14,530.5,-19.9186
1.35,-1080,-94,19.0526,97,-27.7128,104,3.57597e-14,538.5,-9.52628
